protocol,date,level_name,level,flush_timestamp,reclaim_timestamp,signal_timestamp,entry_price,swept_low,flush_depth,prior_touch_groups,acceptance_closes_above_L,non_acceptance_closes,multi_level_flush_count,confirmation,source_classification,mfe_60m,mae_60m,risk_to_sweep,tp2_hit,tp3_hit,next_level_hit,stop_first,expectancy_points_slippage_0_5
non_acceptance_protocol,2026-04-20,put_trigger,7137.97,2026-04-20T11:51:00-04:00,2026-04-20T12:08:00-04:00,2026-04-20T12:30:00-04:00,7138.75,7132.75,5.22,15,2,2,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,7.75,3.75,6.25,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-20,put_trigger,7137.97,2026-04-20T11:51:00-04:00,2026-04-20T12:08:00-04:00,2026-04-20T12:09:00-04:00,7138.25,7132.75,5.22,15,2,2,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,6,3.25,5.75,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-20,put_trigger,7137.97,2026-04-20T11:51:00-04:00,2026-04-20T12:08:00-04:00,2026-04-20T12:11:00-04:00,7138.25,7132.75,5.22,15,2,2,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,6,3.25,5.75,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-20,put_trigger,7137.97,2026-04-20T12:32:00-04:00,2026-04-20T12:36:00-04:00,2026-04-20T12:38:00-04:00,7138.5,7136.25,1.72,19,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,8,3.5,2.5,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-20,put_trigger,7137.97,2026-04-20T12:56:00-04:00,2026-04-20T13:05:00-04:00,2026-04-20T13:11:00-04:00,7138.75,7135,2.97,22,16,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,8,3,4,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-20,put_trigger,7137.97,2026-04-20T14:35:00-04:00,2026-04-20T14:36:00-04:00,2026-04-20T14:36:00-04:00,7140,7137.5,0.47,24,8,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,19.25,3.5,2.75,true,true,false,true,-3.25
non_acceptance_protocol,2026-04-21,ext_minus_3,7085.33,2026-04-21T14:44:00-04:00,2026-04-21T14:45:00-04:00,2026-04-21T14:45:00-04:00,7093.25,7085,0.33,0,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,46.75,3.5,8.5,true,true,true,false,2.5
non_acceptance_protocol,2026-04-21,ext_minus_2,7098.06,2026-04-21T12:20:00-04:00,2026-04-21T12:21:00-04:00,2026-04-21T12:24:00-04:00,7103.25,7096.75,1.31,1,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,30,1,6.75,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-21,ext_minus_2,7098.06,2026-04-21T14:42:00-04:00,2026-04-21T14:47:00-04:00,2026-04-21T14:48:00-04:00,7098.25,7085,13.06,1,4,0,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,41.75,6.5,13.5,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-21,ext_minus_2,7098.06,2026-04-21T14:42:00-04:00,2026-04-21T14:47:00-04:00,2026-04-21T14:55:00-04:00,7100.25,7085,13.06,1,4,0,1,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,39.75,8.5,15.5,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-21,ext_minus_1,7110.79,2026-04-21T12:05:00-04:00,2026-04-21T12:08:00-04:00,2026-04-21T12:09:00-04:00,7113.5,7106.25,4.54,0,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,19.75,16.75,7.5,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-21,ext_minus_1,7110.79,2026-04-21T12:05:00-04:00,2026-04-21T12:08:00-04:00,2026-04-21T12:33:00-04:00,7111.5,7106.25,4.54,0,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,21.75,6,5.5,true,true,true,false,2.5
non_acceptance_protocol,2026-04-21,ext_minus_1,7110.79,2026-04-21T12:28:00-04:00,2026-04-21T12:33:00-04:00,2026-04-21T12:38:00-04:00,7120.5,7102.5,8.29,1,2,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,12.75,15,18.25,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-21,ext_minus_1,7110.79,2026-04-21T12:28:00-04:00,2026-04-21T12:33:00-04:00,2026-04-21T12:34:00-04:00,7111,7102.5,8.29,1,2,6,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,22.25,5.5,8.75,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-21,ext_minus_1,7110.79,2026-04-21T12:28:00-04:00,2026-04-21T12:33:00-04:00,2026-04-21T12:37:00-04:00,7111.5,7102.5,8.29,1,2,6,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,21.75,6,9.25,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-21,ext_minus_1,7110.79,2026-04-21T13:16:00-04:00,2026-04-21T13:17:00-04:00,2026-04-21T13:18:00-04:00,7111.5,7105.5,5.29,3,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,21,4.75,6.25,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-21,ext_minus_1,7110.79,2026-04-21T13:16:00-04:00,2026-04-21T13:17:00-04:00,2026-04-21T13:25:00-04:00,7111.25,7105.5,5.29,3,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,26,3.75,6,true,true,true,false,2.5
non_acceptance_protocol,2026-04-21,ext_minus_1,7110.79,2026-04-21T13:49:00-04:00,2026-04-21T13:54:00-04:00,2026-04-21T13:54:00-04:00,7123,7109,1.79,9,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,15.5,38,14.25,true,true,true,false,2.5
non_acceptance_protocol,2026-04-21,put_trigger,7126.54,2026-04-21T10:01:00-04:00,2026-04-21T10:07:00-04:00,2026-04-21T10:07:00-04:00,7132.5,7120.75,5.79,0,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,9,13.25,12,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-21,put_trigger,7126.54,2026-04-21T10:27:00-04:00,2026-04-21T10:30:00-04:00,2026-04-21T10:30:00-04:00,7127.75,7121.75,4.79,2,5,1,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,10.5,8.5,6.25,true,true,false,false,2.5
non_acceptance_protocol,2026-04-21,put_trigger,7126.54,2026-04-21T10:50:00-04:00,2026-04-21T10:56:00-04:00,2026-04-21T11:11:00-04:00,7128,7123.5,3.04,6,2,3,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,3.5,23,4.75,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-21,put_trigger,7126.54,2026-04-21T10:50:00-04:00,2026-04-21T10:56:00-04:00,2026-04-21T11:00:00-04:00,7132.5,7123.5,3.04,6,2,3,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,5.75,19,9.25,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-21,put_trigger,7126.54,2026-04-21T11:20:00-04:00,2026-04-21T11:31:00-04:00,2026-04-21T11:32:00-04:00,7127.25,7121.75,4.79,10,6,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,3.75,30.5,5.75,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-21,put_trigger,7126.54,2026-04-21T13:11:00-04:00,2026-04-21T14:10:00-04:00,2026-04-21T14:11:00-04:00,7127.75,7105.5,21.04,14,4,0,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,12.25,42.75,22.5,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-21,put_trigger,7126.54,2026-04-21T13:11:00-04:00,2026-04-21T14:10:00-04:00,2026-04-21T14:16:00-04:00,7127.5,7105.5,21.04,14,4,0,1,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,12.5,42.5,22.25,true,true,false,false,2.5
non_acceptance_protocol,2026-04-21,prev_close,7152,2026-04-20T19:31:00-04:00,2026-04-20T19:41:00-04:00,2026-04-20T19:47:00-04:00,7157.25,7150,2,1,16,5,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,5.25,4,7.5,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-21,prev_close,7152,2026-04-20T19:31:00-04:00,2026-04-20T19:41:00-04:00,2026-04-20T19:42:00-04:00,7153.5,7150,2,1,16,5,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,9,1.25,3.75,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-21,prev_close,7152,2026-04-21T08:31:00-04:00,2026-04-21T08:32:00-04:00,2026-04-21T08:40:00-04:00,7154,7150.25,1.75,2,3,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,18.5,4.5,4,true,true,false,true,-4.5
classic_acceptance_backtest_from_below,2026-04-21,call_trigger,7177.46,2026-04-21T05:29:00-04:00,2026-04-21T06:28:00-04:00,2026-04-21T06:29:00-04:00,7178.5,7168.75,8.71,0,16,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,4.5,12,10,true,true,false,false,2.5
non_acceptance_protocol,2026-04-22,call_trigger,7147.54,2026-04-22T06:05:00-04:00,2026-04-22T07:04:00-04:00,2026-04-22T07:12:00-04:00,7153.75,7135.5,12.04,4,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,3.5,16.25,18.5,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-22,call_trigger,7147.54,2026-04-22T06:05:00-04:00,2026-04-22T07:04:00-04:00,2026-04-22T07:05:00-04:00,7147.75,7135.5,12.04,4,16,6,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,9.5,10.25,12.5,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-22,call_trigger,7147.54,2026-04-22T07:30:00-04:00,2026-04-22T07:31:00-04:00,2026-04-22T07:32:00-04:00,7148,7145.5,2.04,6,4,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,4.75,10.5,2.75,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-22,call_trigger,7147.54,2026-04-22T07:51:00-04:00,2026-04-22T08:19:00-04:00,2026-04-22T08:23:00-04:00,7148.25,7137.5,10.04,7,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,18,7.5,11,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-22,call_trigger,7147.54,2026-04-22T08:39:00-04:00,2026-04-22T08:45:00-04:00,2026-04-22T08:54:00-04:00,7150.75,7144.25,3.29,11,3,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,15.5,4.5,6.75,true,true,true,false,2.5
non_acceptance_protocol,2026-04-22,call_trigger,7147.54,2026-04-22T09:06:00-04:00,2026-04-22T09:07:00-04:00,2026-04-22T09:07:00-04:00,7156.25,7146.25,1.29,15,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,10,5,10.25,true,true,true,false,2.5
non_acceptance_protocol,2026-04-22,call_trigger,7147.54,2026-04-22T11:30:00-04:00,2026-04-22T11:31:00-04:00,2026-04-22T11:42:00-04:00,7149.75,7146.5,1.04,15,16,3,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,13.25,3,3.5,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-22,call_trigger,7147.54,2026-04-22T11:58:00-04:00,2026-04-22T12:00:00-04:00,2026-04-22T12:00:00-04:00,7149,7146.75,0.79,20,16,1,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,14,1.25,2.5,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-22,ext_plus_1,7163.19,2026-04-22T08:21:00-04:00,2026-04-22T09:20:00-04:00,2026-04-22T09:21:00-04:00,7165,7140.75,22.44,0,2,0,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,1.25,13.25,24.5,false,false,false,false,0.75
classic_acceptance_second_attempt_reclaim,2026-04-22,ext_plus_1,7163.19,2026-04-22T08:21:00-04:00,2026-04-22T09:20:00-04:00,2026-04-22T09:25:00-04:00,7163.75,7140.75,22.44,0,2,0,1,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,2,12,23.25,true,false,false,false,1.5
classic_acceptance_second_attempt_reclaim,2026-04-22,ext_plus_1,7163.19,2026-04-22T13:32:00-04:00,2026-04-22T14:31:00-04:00,2026-04-22T14:47:00-04:00,7164,7150,13.19,9,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,9,8,14.25,true,true,false,false,2.5
non_acceptance_protocol,2026-04-23,ext_minus_4,7083.43,2026-04-23T12:46:00-04:00,2026-04-23T12:47:00-04:00,2026-04-23T12:47:00-04:00,7094.25,7079.25,4.18,0,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,58,14.5,15.25,true,true,true,false,2.5
non_acceptance_protocol,2026-04-23,ext_minus_3,7100.76,2026-04-23T12:41:00-04:00,2026-04-23T12:53:00-04:00,2026-04-23T12:53:00-04:00,7110,7079.25,21.51,0,16,6,1,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,42.25,19.25,31,true,true,true,false,2.5
non_acceptance_protocol,2026-04-23,ext_minus_2,7112.93,2026-04-22T19:16:00-04:00,2026-04-22T19:17:00-04:00,2026-04-22T19:17:00-04:00,7120.25,7105.5,7.43,0,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,38,14.5,15,true,true,true,false,2.5
non_acceptance_protocol,2026-04-23,ext_minus_2,7112.93,2026-04-23T12:40:00-04:00,2026-04-23T12:54:00-04:00,2026-04-23T12:55:00-04:00,7123.5,7079.25,33.68,2,16,2,2,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,28.75,11.75,44.5,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-23,ext_minus_2,7112.93,2026-04-23T12:40:00-04:00,2026-04-23T12:54:00-04:00,2026-04-23T12:55:00-04:00,7123.5,7079.25,33.68,2,16,2,2,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,28.75,11.75,44.5,true,true,true,false,2.5
ladder_first_reclaim,2026-04-23,ext_minus_2,7112.93,2026-04-23T12:40:00-04:00,2026-04-23T12:54:00-04:00,2026-04-23T12:54:00-04:00,7113.25,7079.25,33.68,2,16,2,2,multi_saty_level_flush_then_first_reclaim,saty_only_no_mancini_source_setup,39,8.25,34.25,true,true,true,false,2.5
non_acceptance_protocol,2026-04-23,ext_minus_1,7125.1,2026-04-22T19:14:00-04:00,2026-04-22T19:18:00-04:00,2026-04-22T19:18:00-04:00,7134.5,7105.5,19.6,0,16,6,1,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,23.75,19,29.25,true,true,true,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-23,ext_minus_1,7125.1,2026-04-22T22:26:00-04:00,2026-04-22T22:27:00-04:00,2026-04-22T22:50:00-04:00,7126.25,7124,1.1,3,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,8.75,2.75,2.5,true,true,false,true,-3
classic_acceptance_backtest_from_below,2026-04-23,ext_minus_1,7125.1,2026-04-22T22:47:00-04:00,2026-04-22T22:50:00-04:00,2026-04-22T22:51:00-04:00,7126,7122.25,2.85,3,5,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,9,2.5,4,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-23,ext_minus_1,7125.1,2026-04-23T12:16:00-04:00,2026-04-23T12:17:00-04:00,2026-04-23T12:26:00-04:00,7128.25,7120.75,4.35,7,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,14.25,49,7.75,true,true,true,true,-8.25
non_acceptance_protocol,2026-04-23,ext_minus_1,7125.1,2026-04-23T12:37:00-04:00,2026-04-23T13:01:00-04:00,2026-04-23T13:05:00-04:00,7131.75,7079.25,45.85,13,16,1,3,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,20.5,7.25,52.75,true,true,true,false,2.5
classic_acceptance_backtest_from_below,2026-04-23,ext_minus_1,7125.1,2026-04-23T12:37:00-04:00,2026-04-23T13:01:00-04:00,2026-04-23T13:05:00-04:00,7131.75,7079.25,45.85,13,16,1,3,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,20.5,7.25,52.75,true,true,true,false,2.5
ladder_first_reclaim,2026-04-23,ext_minus_1,7125.1,2026-04-23T12:37:00-04:00,2026-04-23T13:01:00-04:00,2026-04-23T13:01:00-04:00,7129,7079.25,45.85,13,16,1,3,multi_saty_level_flush_then_first_reclaim,saty_only_no_mancini_source_setup,23.25,10,50,true,true,true,false,2.5
non_acceptance_protocol,2026-04-23,ext_minus_1,7125.1,2026-04-23T13:59:00-04:00,2026-04-23T14:00:00-04:00,2026-04-23T14:05:00-04:00,7134,7124.5,0.6,17,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,12.75,12.5,9.75,true,true,true,false,2.5
non_acceptance_protocol,2026-04-23,ext_minus_1,7125.1,2026-04-23T14:50:00-04:00,2026-04-23T14:51:00-04:00,2026-04-23T14:51:00-04:00,7134.75,7121.5,3.6,19,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,12,6,13.5,true,true,true,false,2.5
non_acceptance_protocol,2026-04-23,put_trigger,7140.16,2026-04-22T19:12:00-04:00,2026-04-22T19:19:00-04:00,2026-04-22T19:21:00-04:00,7142.5,7105.5,34.66,1,16,1,2,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,15.75,3.25,37.25,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-23,put_trigger,7140.16,2026-04-22T19:12:00-04:00,2026-04-22T19:19:00-04:00,2026-04-22T19:21:00-04:00,7142.5,7105.5,34.66,1,16,1,2,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,15.75,3.25,37.25,true,true,false,false,2.5
ladder_first_reclaim,2026-04-23,put_trigger,7140.16,2026-04-22T19:12:00-04:00,2026-04-22T19:19:00-04:00,2026-04-22T19:19:00-04:00,7151,7105.5,34.66,1,16,1,2,multi_saty_level_flush_then_first_reclaim,saty_only_no_mancini_source_setup,7.25,16.5,45.75,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-23,put_trigger,7140.16,2026-04-22T20:54:00-04:00,2026-04-22T20:55:00-04:00,2026-04-22T20:55:00-04:00,7141.25,7139.5,0.66,4,7,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,1.25,9.25,2,false,false,false,true,-2.5
simple_reclaim_unclassified,2026-04-23,put_trigger,7140.16,2026-04-22T21:15:00-04:00,2026-04-22T21:22:00-04:00,2026-04-22T21:22:00-04:00,7141.5,7132,8.16,5,1,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,1,16.25,9.75,false,false,false,true,-10.25
classic_acceptance_backtest_from_below,2026-04-23,put_trigger,7140.16,2026-04-23T00:06:00-04:00,2026-04-23T01:05:00-04:00,2026-04-23T01:06:00-04:00,7140.75,7131,9.16,8,16,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,4,1.75,10,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-23,put_trigger,7140.16,2026-04-23T03:06:00-04:00,2026-04-23T03:12:00-04:00,2026-04-23T03:15:00-04:00,7141.25,7137.75,2.41,18,16,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,5.25,15.5,3.75,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-23,put_trigger,7140.16,2026-04-23T04:35:00-04:00,2026-04-23T05:34:00-04:00,2026-04-23T05:35:00-04:00,7140.25,7129,11.16,22,2,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,5,6,11.5,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-23,put_trigger,7140.16,2026-04-23T04:35:00-04:00,2026-04-23T05:34:00-04:00,2026-04-23T05:57:00-04:00,7141,7129,11.16,22,2,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,19.75,6.75,12.25,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-23,put_trigger,7140.16,2026-04-23T05:54:00-04:00,2026-04-23T05:57:00-04:00,2026-04-23T05:57:00-04:00,7141,7137.5,2.66,23,16,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,19.75,6.75,3.75,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-23,put_trigger,7140.16,2026-04-23T06:17:00-04:00,2026-04-23T06:18:00-04:00,2026-04-23T06:18:00-04:00,7140.75,7139.25,0.91,25,10,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,28.75,6.5,1.75,true,true,true,true,-2.25
non_acceptance_protocol,2026-04-23,put_trigger,7140.16,2026-04-23T06:38:00-04:00,2026-04-23T06:42:00-04:00,2026-04-23T06:45:00-04:00,7147.25,7137.5,2.66,26,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,22.25,3.75,10,true,true,true,false,2.5
non_acceptance_protocol,2026-04-23,put_trigger,7140.16,2026-04-23T07:46:00-04:00,2026-04-23T07:47:00-04:00,2026-04-23T07:47:00-04:00,7150,7136.25,3.91,26,16,6,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,17.5,7.5,14,true,true,true,false,2.5
non_acceptance_protocol,2026-04-23,put_trigger,7140.16,2026-04-23T12:26:00-04:00,2026-04-23T13:25:00-04:00,2026-04-23T13:42:00-04:00,7141,7079.25,60.91,28,1,6,4,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,5.25,16.5,62,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-23,put_trigger,7140.16,2026-04-23T12:26:00-04:00,2026-04-23T13:25:00-04:00,2026-04-23T13:28:00-04:00,7141.5,7079.25,60.91,28,1,6,4,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,10.75,17,62.5,true,true,false,false,2.5
ladder_first_reclaim,2026-04-23,put_trigger,7140.16,2026-04-23T12:26:00-04:00,2026-04-23T13:25:00-04:00,2026-04-23T13:25:00-04:00,7140.5,7079.25,60.91,28,1,6,4,multi_saty_level_flush_then_first_reclaim,saty_only_no_mancini_source_setup,11.75,16,61.5,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-23,put_trigger,7140.16,2026-04-23T13:49:00-04:00,2026-04-23T13:52:00-04:00,2026-04-23T14:16:00-04:00,7143,7134.25,5.91,32,1,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,3.75,21.5,9,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-23,put_trigger,7140.16,2026-04-23T14:12:00-04:00,2026-04-23T14:16:00-04:00,2026-04-23T14:17:00-04:00,7140.75,7134.5,5.66,33,5,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,6,19.25,6.5,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-23,put_trigger,7140.16,2026-04-23T14:36:00-04:00,2026-04-23T14:57:00-04:00,2026-04-23T15:01:00-04:00,7143.25,7121.5,18.66,35,3,0,1,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,1.25,14.5,22,false,false,false,false,0.75
classic_acceptance_backtest_from_below,2026-04-23,prev_close,7164.5,2026-04-23T06:08:00-04:00,2026-04-23T07:07:00-04:00,2026-04-23T07:08:00-04:00,7165.5,7134.25,30.25,0,8,0,1,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,4,29.25,31.5,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-23,prev_close,7164.5,2026-04-23T07:47:00-04:00,2026-04-23T08:46:00-04:00,2026-04-23T08:47:00-04:00,7167.25,7142.5,22,3,4,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,3.75,18.25,25,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-23,prev_close,7164.5,2026-04-23T07:47:00-04:00,2026-04-23T08:46:00-04:00,2026-04-23T08:51:00-04:00,7165,7142.5,22,3,4,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,5.5,16,22.75,true,true,false,false,2.5
classic_acceptance_backtest_from_below,2026-04-23,prev_close,7164.5,2026-04-23T09:06:00-04:00,2026-04-23T09:24:00-04:00,2026-04-23T09:25:00-04:00,7165.5,7154.25,10.25,6,3,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,14.5,5.25,11.5,true,true,false,false,2.5
classic_acceptance_second_attempt_reclaim,2026-04-23,prev_close,7164.5,2026-04-23T09:06:00-04:00,2026-04-23T09:24:00-04:00,2026-04-23T09:30:00-04:00,7165,7154.25,10.25,6,3,0,0,first_reclaim_failed_then_second_reclaim_closed_above_L,saty_only_no_mancini_source_setup,15.5,3.25,11,true,true,false,false,2.5
non_acceptance_protocol,2026-04-23,prev_close,7164.5,2026-04-23T10:55:00-04:00,2026-04-23T10:56:00-04:00,2026-04-23T11:03:00-04:00,7165,7164.25,0.25,13,8,1,0,close_at_or_above_L_plus_5_then_hold_or_retest,saty_only_no_mancini_source_setup,5.25,14.75,1,true,true,false,true,-1.5
classic_acceptance_backtest_from_below,2026-04-23,prev_close,7164.5,2026-04-23T11:20:00-04:00,2026-04-23T11:24:00-04:00,2026-04-23T11:28:00-04:00,7165.75,7161.25,3.25,17,16,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,4.5,49.75,4.75,true,true,false,false,2.5
simple_reclaim_unclassified,2026-04-23,prev_close,7164.5,2026-04-23T11:58:00-04:00,2026-04-23T11:59:00-04:00,2026-04-23T11:59:00-04:00,7166.25,7163,1.5,23,2,0,0,flush_then_first_reclaim_without_specific_family_match,saty_only_no_mancini_source_setup,2,87,3.5,true,false,false,true,-4
classic_acceptance_backtest_from_below,2026-04-24,call_trigger,7156.83,2026-04-23T18:13:00-04:00,2026-04-23T19:12:00-04:00,2026-04-23T19:13:00-04:00,7157.75,7144.25,12.58,0,5,0,0,flush_below_L_then_retest_of_L_holds,saty_only_no_mancini_source_setup,3.5,3.75,13.75,true,true,false,false,2.5
