training_row_id,row_origin,raw_file,line,plan_date,pub_date,session_date,packet_id,setup_level,swept_low,recovered_level,entry_price,entry_timestamp_et,source_mode,source_confidence_score,significant_low_score,prior_touch_count,prior_hold_minutes,prior_bounce_points,major_source_bonus,flush_depth,flush_depth_ticks,approach_velocity,multi_level_flush_count,volume_on_trap_bar,median_volume_30m,flush_score,reclaim_score,reclaim_close_location,reclaim_range,acceptance_closes_above_L,non_acceptance_score,non_acceptance_score_with_outcome_audit,non_acceptance_closes,reclaim_minutes_from_trap,squeeze_score,candidate_score,target_room,risk_to_sweep,target_R,next_trusted_level_above,next_trusted_level_source,next_trusted_level_role,next_trusted_level_pub_date,time_of_day_bucket,visual_sanity_status,source_blocker_count,bars_available,window_csv,acceptance_family_model,hard_reject,hard_reject_reasons
packet-3279e338fdeb44f5,packet_observation,data/research/mancini/Longer Mancini Logs 2.txt,35,2026-03-18,2026-03-17,2026-03-18,mancini-es1m:2026-03-18T0051:6752.0:a73cc921eaba,6752.0,6751.25,6752.0,6752.0,2026-03-18T00:51:00-04:00,data_context,0.2,0.325,9,9.0,0.5,0.0,0.75,3.0,0.2083,0,11.0,15.0,0.1322,0.4167,0.0,0.5,1,0.0,0.1,0,15.0,0.735,0.3789,17.0,1.0,17.0,6769.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-03-17,overnight_premarket,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260318_0051_6752.0_a73cc921eaba.csv,classic_acceptance_second_attempt_reclaim,true,sr_list_only;immediate_failure_after_reclaim
packet-4bb3846286fce015,packet_observation,data/research/mancini/Longer Mancini Logs 2.txt,8,2026-03-18,2026-03-17,2026-03-18,mancini-es1m:2026-03-18T0110:6754.0:69f5ee4e53f3,6754.0,6752.0,6754.0,6754.75,2026-03-18T01:10:00-04:00,data_context,1.0,0.3292,11,14.0,-0.25,0.0,2.0,8.0,0.4375,0,56.0,14.0,0.3422,0.8,0.0,0.25,6,0.0,0.1,0,6.0,0.735,0.5977,14.25,3.0,4.75,6769.0,daily_plan_text,MAJOR_SUPPORT,2026-03-17,overnight_premarket,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260318_0110_6754.0_69f5ee4e53f3.csv,classic_acceptance_second_attempt_reclaim,false,
packet-def1b9504f3ae7da,packet_observation,data/research/mancini/Longer Mancini Logs 2.txt,35,2026-03-18,2026-03-17,2026-03-18,mancini-es1m:2026-03-18T0128:6760.0:8e8aabe33540,6760.0,6753.25,6760.0,6761.75,2026-03-18T01:28:00-04:00,data_context,0.2,0.2,0,0.0,0.0,1.0,6.75,27.0,0.6875,1,50.0,24.0,0.6479,1.0,0.6667,0.75,9,0.0,0.0,0,13.0,0.5604,0.5617,7.25,8.75,0.8286,6769.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-03-17,overnight_premarket,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260318_0128_6760.0_8e8aabe33540.csv,classic_acceptance_backtest_from_below,true,sr_list_only
packet-3e98665ef0919af1,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3280,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T1438:6530.0:f7513b311918,6530.0,6524.25,6530.0,6530.5,2026-03-26T14:38:00-04:00,data_context,0.2,0.499,22,43.0,8.75,0.0,5.75,23.0,0.375,0,4380.0,2584.0,0.4679,0.8,0.1,2.5,5,0.0,0.0,0,,0.74,0.5863,54.5,6.5,8.3846,6585.0,daily_plan_text,SUPPORT_LEVEL,2026-03-25,afternoon,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_1438_6530.0_f7513b311918.csv,simple_reclaim_unclassified,true,sr_list_only
packet-1010683db74d5b04,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3280,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T1418:6536.0:0d1bafc1597d,6536.0,6526.0,6536.0,6537.5,2026-03-26T14:18:00-04:00,data_context,0.2,0.6312,17,84.0,12.5,0.0,10.0,40.0,0.6417,1,2777.0,2120.0,0.6279,0.9333,0.5833,3.0,2,0.0,0.0,0,,0.74,0.6847,47.5,11.75,4.0426,6585.0,daily_plan_text,RESISTANCE_ONLY,2026-03-25,afternoon,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_1418_6536.0_0d1bafc1597d.csv,simple_reclaim_unclassified,true,sr_list_only;immediate_failure_after_reclaim
packet-c0a7788947b46eb3,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3095,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T1249:6549.0:cfca81ba1bce,6549.0,6536.0,6549.0,6561.5,2026-03-26T12:34:00-04:00,data_context,0.2,0.3719,4,6.0,4.75,0.0,13.0,52.0,1.1146,1,3718.0,2096.0,0.7334,1.0,1.0,1.5,15,0.7,0.7,8,,0.5791,0.6255,23.5,25.75,0.9126,6585.0,daily_plan_text,MAJOR_SUPPORT,2026-03-25,midday,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_1249_6549.0_cfca81ba1bce.csv,non_acceptance_protocol,true,sr_list_only
packet-5be6bc24598e7735,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3095,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T1230:6553.0:bda69ff8eaba,6553.0,6550.0,6553.0,6557.75,2026-03-26T12:30:00-04:00,data_context,0.2,0.6594,7,18.0,9.75,1.0,3.0,12.0,0.5259,0,2641.0,1877.0,0.3377,0.8,0.1818,2.75,13,0.7,0.7,4,,0.715,0.5954,27.25,8.0,3.4062,6585.0,daily_plan_text,MAJOR_SUPPORT,2026-03-25,midday,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_1230_6553.0_bda69ff8eaba.csv,non_acceptance_protocol,true,sr_list_only
packet-8d05900d48853940,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,2927,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T1236:6558.0:4ad5c8227af8,6558.0,6543.5,6558.0,6559.75,2026-03-26T12:36:00-04:00,data_context,0.2,0.399,15,19.0,4.75,0.0,14.5,58.0,0.675,2,4801.0,2015.0,0.7677,0.6667,0.3333,2.25,1,0.0,0.0,0,,0.6563,0.5712,25.25,16.5,1.5303,6585.0,daily_plan_text,MAJOR_SUPPORT,2026-03-25,midday,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_1236_6558.0_4ad5c8227af8.csv,classic_acceptance_second_attempt_reclaim,true,sr_list_only;immediate_failure_after_reclaim
packet-77f15d59f3cbbc50,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3280,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T1137:6564.0:e4a01e982080,6564.0,6560.75,6564.0,6568.25,2026-03-26T11:37:00-04:00,data_context,0.2,0.5813,4,3.0,6.0,1.0,3.25,13.0,1.1979,0,4012.0,2443.0,0.4562,0.9333,0.6667,1.5,2,0.0,0.0,0,5.0,0.715,0.6329,16.75,7.75,2.1613,6585.0,daily_plan_text,SUPPORT_LEVEL,2026-03-25,midday,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_1137_6564.0_e4a01e982080.csv,classic_acceptance_second_attempt_reclaim,true,sr_list_only;immediate_failure_after_reclaim
packet-7af02130e10cce55,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3280,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T1120:6572.0:89457855078b,6572.0,6560.75,6572.0,6577.5,2026-03-26T11:20:00-04:00,data_context,0.2,0.4469,6,9.0,10.25,0.0,11.25,45.0,1.1979,1,4012.0,2443.0,0.7306,0.7333,0.2353,4.25,2,0.5,0.5,1,,0.5014,0.5615,7.5,17.0,0.4412,6585.0,daily_plan_text,SUPPORT_LEVEL,2026-03-25,midday,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_1120_6572.0_89457855078b.csv,classic_acceptance_second_attempt_reclaim,true,sr_list_only;immediate_failure_after_reclaim
packet-43e782cb52b758f1,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,2588,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T0706:6575.0:ae1beec489b6,6575.0,6574.25,6575.0,6582.75,2026-03-26T07:06:00-04:00,data_context,0.2,0.4521,2,1.0,4.0,1.0,0.75,3.0,0.5431,0,1049.0,301.0,0.3007,1.0,1.0,3.0,16,0.7,0.8,16,3.0,0.3015,0.5035,2.25,8.75,0.2571,6585.0,daily_plan_text,SUPPORT_LEVEL,2026-03-25,overnight_premarket,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_0706_6575.0_ae1beec489b6.csv,non_acceptance_protocol,true,sr_list_only
packet-6b2b7519563be5cd,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3280,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T0436:6584.0:2860be03da2c,6584.0,6581.25,6584.0,6587.0,2026-03-26T04:36:00-04:00,data_context,0.2,0.2896,2,1.0,7.0,0.0,2.75,11.0,1.0595,0,765.0,348.0,0.4528,1.0,1.0,3.5,16,0.0,0.0,0,4.0,0.035,0.4399,-2.0,6.0,-0.3333,6585.0,daily_plan_text,SUPPORT_LEVEL,2026-03-25,overnight_premarket,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_0436_6584.0_2860be03da2c.csv,classic_acceptance_backtest_from_below,true,sr_list_only;target_missing_or_below_entry
packet-feb9889f23dd8ee8,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3097,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T0443:6586.0:cd4ff89e7fb3,6586.0,6581.25,6586.0,6587.0,2026-03-26T04:43:00-04:00,data_context,1.0,0.2646,2,1.0,5.0,0.0,4.75,19.0,1.0595,1,765.0,348.0,0.6069,0.8,0.0,2.75,3,0.0,0.1,0,11.0,0.4767,0.5829,5.0,6.0,0.8333,6592.0,daily_plan_text,SUPPORT_LEVEL,2026-03-25,overnight_premarket,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_0443_6586.0_cd4ff89e7fb3.csv,classic_acceptance_second_attempt_reclaim,true,immediate_failure_after_reclaim
packet-549a6db915d43628,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3280,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T0453:6588.0:011612b2d763,6588.0,6584.25,6588.0,6589.25,2026-03-26T04:53:00-04:00,data_context,0.2,0.3521,3,7.0,3.0,0.0,3.75,15.0,0.6875,1,286.0,348.0,0.3989,0.8,0.3333,1.5,16,0.0,0.0,0,14.0,0.3536,0.4585,2.75,5.25,0.5238,6592.0,daily_plan_text,RESISTANCE_ONLY,2026-03-25,overnight_premarket,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_0453_6588.0_011612b2d763.csv,classic_acceptance_backtest_from_below,true,sr_list_only
packet-0ef629c7dfdd9bbd,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3216,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T0847:6603.0:86e99e218426,6603.0,6579.75,6603.0,6612.5,2026-03-26T08:47:00-04:00,data_context,1.0,0.7208,13,97.0,1.5,1.0,23.25,93.0,0.7174,6,5640.0,1284.0,0.8397,0.85,0.8837,10.75,16,0.7,0.7,8,7.0,0.5816,0.777,25.5,33.0,0.7727,6638.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-03-25,overnight_premarket,insufficient_visual_context,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_0847_6603.0_86e99e218426.csv,non_acceptance_protocol,false,
packet-153e9ff86d6e0d63,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,2927,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T0848:6604.0:2a124fc9f24b,6604.0,6579.75,6604.0,6610.0,2026-03-26T08:48:00-04:00,data_context,0.2,0.5375,5,15.0,0.5,1.0,24.25,97.0,0.7174,7,5640.0,1284.0,0.8397,0.8,0.25,5.0,16,0.7,0.7,7,8.0,0.5998,0.6423,28.0,30.5,0.918,6638.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-03-25,overnight_premarket,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_0848_6604.0_2a124fc9f24b.csv,non_acceptance_protocol,true,sr_list_only
packet-93db5446737dec42,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,2588,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T0853:6608.0:f5e73a340550,6608.0,6579.75,6608.0,6618.75,2026-03-26T08:53:00-04:00,data_context,0.2,0.0,0,0.0,0.0,0.0,28.25,113.0,0.7174,8,5640.0,1284.0,0.8397,0.85,0.9302,10.75,5,0.7,0.7,4,13.0,0.5463,0.5097,19.25,39.25,0.4904,6638.0,daily_plan_text,FIRST_SUPPORT_CAUTION,2026-03-25,overnight_premarket,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_0853_6608.0_f5e73a340550.csv,non_acceptance_protocol,true,sr_list_only
packet-c168f03b0636a1e2,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3095,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T0902:6616.0:e1f0ca306fd8,6616.0,6601.0,6616.0,6616.0,2026-03-26T09:02:00-04:00,data_context,0.2,0.3542,6,5.0,3.5,0.0,15.0,60.0,3.0833,3,10139.0,5510.0,0.984,0.4833,0.375,4.0,2,0.0,0.0,0,3.0,0.6653,0.5592,22.0,15.25,1.4426,6638.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-03-25,overnight_premarket,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_0902_6616.0_e1f0ca306fd8.csv,classic_acceptance_second_attempt_reclaim,true,sr_list_only;immediate_failure_after_reclaim
packet-06fca14a9183b1d5,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3169,2026-03-26,2026-03-25,2026-03-26,mancini-es1m:2026-03-26T0917:6617.0:55f735ad6a3e,6617.0,6606.75,6617.0,6618.0,2026-03-26T09:17:00-04:00,data_context,1.0,0.3865,14,16.0,4.25,0.0,10.25,41.0,3.625,2,3180.0,4728.0,0.8006,0.8667,0.6,2.5,1,0.0,0.0,0,6.0,0.7024,0.7139,20.0,11.5,1.7391,6638.0,daily_plan_text,FIRST_SUPPORT_CAUTION,2026-03-25,overnight_premarket,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260326_0917_6617.0_55f735ad6a3e.csv,classic_acceptance_second_attempt_reclaim,true,immediate_failure_after_reclaim
packet-3f9b6fc8ad289340,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,2588,2026-04-06,2026-04-02,2026-04-06,mancini-es1m:2026-04-05T1717:6575.0:51d1775ea4bc,6575.0,6567.0,6575.0,6588.25,2026-04-05T17:17:00-04:00,data_context,0.2,0.0,0,0.0,0.0,0.0,8.0,32.0,22.5,0,262.0,262.0,0.7,1.0,0.5,2.5,16,0.7,0.7,12,6.0,0.3557,0.4811,4.75,21.5,0.2209,6593.0,daily_plan_text,RESISTANCE_ONLY,2026-04-02,post_rth,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260405_1717_6575.0_51d1775ea4bc.csv,non_acceptance_protocol,true,sr_list_only
packet-cf33da4e263aebba,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,2588,2026-04-06,2026-04-02,2026-04-06,mancini-es1m:2026-04-05T1731:6582.0:575cb5749915,6582.0,6575.5,6582.0,6588.25,2026-04-05T17:31:00-04:00,data_context,0.2,0.0,0,0.0,0.0,0.0,6.5,26.0,14.0,0,262.0,262.0,0.6344,0.9333,0.5,2.5,2,0.4,0.4,0,15.0,0.3738,0.455,4.75,13.0,0.3654,6593.0,daily_plan_text,RESISTANCE_ONLY,2026-04-02,post_rth,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260405_1731_6582.0_575cb5749915.csv,classic_acceptance_second_attempt_reclaim,true,sr_list_only;immediate_failure_after_reclaim
packet-1a84391a64fa208a,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3097,2026-04-06,2026-04-02,2026-04-06,mancini-es1m:2026-04-05T1741:6586.0:d43405f4c313,6586.0,6579.5,6586.0,6588.25,2026-04-05T17:41:00-04:00,data_context,0.2,0.0,0,0.0,0.0,0.0,6.5,26.0,10.0,1,262.0,262.0,0.701,0.8667,0.5,2.5,1,0.0,0.0,0,6.0,0.3941,0.4557,4.75,9.0,0.5278,6593.0,daily_plan_text,RESISTANCE_ONLY,2026-04-02,post_rth,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260405_1741_6586.0_d43405f4c313.csv,classic_acceptance_second_attempt_reclaim,true,immediate_failure_after_reclaim
packet-0aa5b6d824777fd6,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,2588,2026-04-06,2026-04-02,2026-04-06,mancini-es1m:2026-04-05T1904:6597.0:f0fa6411b42f,6597.0,6582.0,6597.0,6601.25,2026-04-05T19:04:00-04:00,data_context,0.2,0.0,0,0.0,0.0,0.0,15.0,60.0,0.1379,3,36.0,56.0,0.6315,1.0,0.9091,2.75,16,0.7,0.7,4,15.0,0.5958,0.5155,22.75,19.5,1.1667,6624.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-02,post_rth,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260405_1904_6597.0_f0fa6411b42f.csv,non_acceptance_protocol,true,sr_list_only
packet-7253292b0b62f14a,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,2588,2026-04-06,2026-04-02,2026-04-06,mancini-es1m:2026-04-05T1926:6603.0:efc98bbb7e7b,6603.0,6598.0,6603.0,6604.5,2026-04-05T19:26:00-04:00,data_context,1.0,0.3354,11,11.0,1.0,0.0,5.0,20.0,1.2,0,484.0,236.0,0.5688,0.8,0.4286,1.75,3,0.0,0.1,0,9.0,0.7,0.6376,19.5,6.75,2.8889,6624.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-02,post_rth,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260405_1926_6603.0_efc98bbb7e7b.csv,classic_acceptance_second_attempt_reclaim,true,immediate_failure_after_reclaim
packet-f0b8db68aeac711e,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,2927,2026-04-06,2026-04-02,2026-04-06,mancini-es1m:2026-04-05T1937:6604.0:63b2af3c3995,6604.0,6599.75,6604.0,6605.0,2026-04-05T19:37:00-04:00,data_context,0.2,0.5208,10,10.0,0.0,1.0,4.25,17.0,0.425,1,151.0,250.0,0.3661,0.6667,0.1,2.5,1,0.0,0.1,0,15.0,0.7,0.5301,19.0,5.5,3.4545,6624.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-02,post_rth,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260405_1937_6604.0_63b2af3c3995.csv,classic_acceptance_second_attempt_reclaim,true,sr_list_only;immediate_failure_after_reclaim
packet-5f1a4479132c5623,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3057,2026-04-06,2026-04-02,2026-04-06,mancini-es1m:2026-04-05T1958:6608.0:ba0d8c969158,6608.0,6605.5,6608.0,6610.0,2026-04-05T19:58:00-04:00,data_context,1.0,0.5719,12,27.0,1.25,1.0,2.5,10.0,1.25,0,150.0,170.0,0.3539,0.8,0.4,1.25,16,0.0,0.1,0,7.0,0.7,0.6537,14.0,4.75,2.9474,6624.0,daily_plan_text,SUPPORT_LEVEL,2026-04-02,post_rth,training_candidate,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260405_1958_6608.0_ba0d8c969158.csv,classic_acceptance_backtest_from_below,false,
packet-d545a3ced82cf4e0,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3095,2026-04-06,2026-04-02,2026-04-06,mancini-es1m:2026-04-05T2000:6609.0:a36ba0c1f4b2,6609.0,6605.5,6609.0,6610.75,2026-04-05T20:00:00-04:00,data_context,0.2,0.3594,6,27.0,0.25,0.0,3.5,14.0,1.25,1,150.0,170.0,0.4643,1.0,0.7,2.5,16,0.0,0.1,0,9.0,0.7,0.5927,13.25,5.5,2.4091,6624.0,daily_plan_text,SUPPORT_LEVEL,2026-04-02,post_rth,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260405_2000_6609.0_a36ba0c1f4b2.csv,simple_reclaim_unclassified,true,sr_list_only
packet-1ce257c197c30581,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3095,2026-04-06,2026-04-02,2026-04-06,mancini-es1m:2026-04-05T2112:6616.0:ccd0382b1fb1,6616.0,6607.25,6616.0,6622.75,2026-04-05T21:12:00-04:00,data_context,0.2,0.3792,17,26.0,2.0,0.0,8.75,35.0,0.3707,2,141.0,110.0,0.6579,1.0,0.6667,2.25,16,0.7,0.8,16,15.0,0.0568,0.5077,1.25,15.75,0.0794,6624.0,daily_plan_text,RESISTANCE_ONLY,2026-04-02,post_rth,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260405_2112_6616.0_ccd0382b1fb1.csv,non_acceptance_protocol,true,sr_list_only;target_too_close_for_slippage
packet-d8cc140934432910,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,3036,2026-04-06,2026-04-02,2026-04-06,mancini-es1m:2026-04-05T2113:6620.0:6d688467940c,6620.0,6607.75,6620.0,6623.75,2026-04-05T21:13:00-04:00,data_context,1.0,0.0,0,0.0,0.0,0.0,12.25,49.0,0.3417,3,81.0,108.0,0.6677,1.0,0.75,2.0,16,0.5,0.6,1,15.0,0.0113,0.4858,0.25,16.25,0.0154,6624.0,daily_plan_text,RESISTANCE_ONLY,2026-04-02,post_rth,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260405_2113_6620.0_6d688467940c.csv,classic_acceptance_backtest_from_below,true,target_too_close_for_slippage
packet-f38edde4485f4434,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,1800,2026-04-10,2026-04-09,2026-04-10,mancini-es1m:2026-04-10T1147:6848.0:22eca68cb885,6848.0,6847.0,6848.0,6852.5,2026-04-10T11:47:00-04:00,data_context,0.2,0.5448,3,2.0,3.25,1.0,1.0,4.0,0.5804,0,4010.0,1639.0,0.3163,1.0,0.7143,1.75,16,0.7,0.8,14,3.0,0.015,0.4725,-2.5,5.75,-0.4348,6850.0,daily_plan_text,SUPPORT_LEVEL,2026-04-09,midday,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260410_1147_6848.0_22eca68cb885.csv,non_acceptance_protocol,true,sr_list_only;target_missing_or_below_entry
packet-6b96637c09f72f3d,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,1800,2026-04-10,2026-04-09,2026-04-10,mancini-es1m:2026-04-09T1759:6853.0:1d847dba8b47,6853.0,6851.0,6853.0,6852.75,2026-04-09T17:59:00-04:00,data_context,0.2,0.2177,2,1.0,1.25,0.0,2.0,8.0,1.625,0,290.0,162.0,0.4696,0.4167,0.25,2.0,1,0.0,0.1,0,,0.7,0.4125,16.25,2.0,8.125,6869.0,daily_plan_text,SUPPORT_LEVEL,2026-04-09,post_rth,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260409_1759_6853.0_1d847dba8b47.csv,classic_acceptance_second_attempt_reclaim,true,sr_list_only;immediate_failure_after_reclaim
packet-9bc26f5559be72c7,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,2927,2026-04-10,2026-04-09,2026-04-10,mancini-es1m:2026-04-09T2001:6861.0:fa3554ae88df,6861.0,6858.0,6861.0,6862.0,2026-04-09T20:02:00-04:00,data_context,0.2,0.3448,16,20.0,0.25,0.0,3.0,12.0,0.1806,0,272.0,94.0,0.3538,1.0,0.7143,1.75,15,0.0,0.1,0,6.0,0.6184,0.5506,7.0,4.25,1.6471,6869.0,daily_plan_text,RESISTANCE_ONLY,2026-04-09,post_rth,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260409_2001_6861.0_fa3554ae88df.csv,classic_acceptance_backtest_from_below,true,sr_list_only
packet-645e5cef24f2d452,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,2835,2026-04-10,2026-04-09,2026-04-10,mancini-es1m:2026-04-10T0733:6873.0:af6d88df54c0,6873.0,6864.75,6873.0,6873.75,2026-04-10T07:39:00-04:00,data_context,1.0,0.0,0,0.0,0.0,0.0,8.25,33.0,4.5,1,973.0,293.0,0.8667,0.9333,1.0,2.25,2,0.0,0.0,0,21.0,0.5548,0.6176,7.25,9.25,0.7838,6881.0,daily_plan_text,RESISTANCE_ONLY,2026-04-09,overnight_premarket,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260410_0733_6873.0_af6d88df54c0.csv,classic_acceptance_second_attempt_reclaim,true,immediate_failure_after_reclaim
packet-2a0757609daabd25,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,2416,2026-04-20,2026-04-19,2026-04-20,mancini-es1m:2026-04-19T1744:7109.0:ede0bdac343c,7109.0,7101.25,7109.0,7111.25,2026-04-19T17:44:00-04:00,data_context,0.2,0.0,0,0.0,0.0,0.0,7.75,31.0,10.25,2,226.0,226.0,0.8224,1.0,0.8,1.25,16,0.0,0.0,0,13.0,0.5567,0.5458,8.75,10.25,0.8537,7120.0,daily_plan_text,RESISTANCE_ONLY,2026-04-19,post_rth,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260419_1744_7109.0_ede0bdac343c.csv,classic_acceptance_backtest_from_below,true,sr_list_only
packet-931b704d25512a02,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,156,2026-04-20,2026-04-19,2026-04-20,mancini-es1m:2026-04-20T0224:7128.0:8bcd023bfaed,7128.0,7114.5,7128.0,7128.0,2026-04-20T02:10:00-04:00,data_context,0.2,0.401,25,29.0,3.25,0.0,13.5,54.0,2.0938,1,2570.0,353.0,0.8667,0.6167,0.6,1.25,1,0.0,0.0,0,,0.735,0.5948,38.0,13.75,2.7636,7166.0,daily_plan_text,SUPPORT_LEVEL,2026-04-19,overnight_premarket,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260420_0224_7128.0_8bcd023bfaed.csv,classic_acceptance_second_attempt_reclaim,true,sr_list_only;immediate_failure_after_reclaim
packet-693ea5310bc47ce6,packet_observation,data/research/mancini/The Longer Mancini Logs.txt,156,2026-04-20,2026-04-19,2026-04-20,mancini-es1m:2026-04-20T0749:7135.0:b75c0d0c4cdb,7135.0,7130.0,7135.0,7138.75,2026-04-20T07:49:00-04:00,data_context,0.2,0.5656,18,210.0,1.25,0.0,5.0,20.0,2.375,0,408.0,260.0,0.6257,1.0,0.6667,0.75,16,0.5,0.6,1,11.0,0.735,0.6835,27.25,9.0,3.0278,7166.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-19,overnight_premarket,dangerous_demote_for_training,1,31,artifacts\research\hermes-mancini-event-packets\windows\20260420_0749_7135.0_b75c0d0c4cdb.csv,classic_acceptance_backtest_from_below,true,sr_list_only
