training_row_id,row_origin,raw_file,line,plan_date,pub_date,session_date,packet_id,setup_level,swept_low,recovered_level,entry_price,entry_timestamp_et,source_mode,source_confidence_score,significant_low_score,prior_touch_count,prior_hold_minutes,prior_bounce_points,major_source_bonus,flush_depth,flush_depth_ticks,approach_velocity,multi_level_flush_count,volume_on_trap_bar,median_volume_30m,flush_score,reclaim_score,reclaim_close_location,reclaim_range,acceptance_closes_above_L,non_acceptance_score,non_acceptance_score_with_outcome_audit,non_acceptance_closes,reclaim_minutes_from_trap,squeeze_score,candidate_score,target_room,risk_to_sweep,target_R,next_trusted_level_above,next_trusted_level_source,next_trusted_level_role,next_trusted_level_pub_date,time_of_day_bucket,visual_sanity_status,source_blocker_count,bars_available,window_csv,acceptance_family_model,hard_reject,hard_reject_reasons
direct-ac62711421874256,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,903,2026-05-04,2026-05-01,2026-05-04,,,,,,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.105,,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-4f064b29fdef4c89,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,905,2026-05-04,2026-05-01,2026-05-04,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.09,,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-d9d6fdaecdff1fbf,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,916,2026-05-04,2026-05-01,2026-05-04,,7193.0,,7193.0,7193.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.5875,0.2075,5.0,,20.0,7198.0,daily_plan_text,SUPPORT_LEVEL,2026-05-03,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-b40f18753678b89b,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,947,2026-05-04,2026-05-01,2026-05-04,,7085.0,7193.0,7085.0,7085.0,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,-108.0,-432.0,,22,,,0.2,0.0,,,0,0.0,0.0,0,,0.7,0.285,50.0,-107.75,200.0,7135.0,daily_plan_text,MAJOR_SUPPORT,2026-05-03,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-04b3fb87c2daf3cb,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,947,2026-05-04,2026-05-01,2026-05-04,,7137.0,7193.0,7137.0,7137.0,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,-56.0,-224.0,,13,,,0.2,0.0,,,0,0.0,0.0,0,,0.7,0.285,51.0,-55.75,204.0,7188.0,daily_plan_text,MAJOR_SUPPORT,2026-05-03,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-bc600a6143cb6086,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,951,2026-05-04,2026-05-01,2026-05-04,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.09,,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-abdceab8777c4e72,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,953,2026-05-04,2026-05-01,2026-05-04,,,,,,,negative_control,0.0,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.05,,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,source_negative_control;missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-a8f980e3db44679e,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,955,2026-05-04,2026-05-01,2026-05-04,,7137.0,,7137.0,7137.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.23,51.0,,204.0,7188.0,daily_plan_text,MAJOR_SUPPORT,2026-05-03,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-ae36d8ec98674465,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,972,2026-05-01,2026-04-30,2026-05-01,,7085.0,7085.0,7085.0,7085.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,0.0,0.0,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.23,136.0,0.25,544.0,7221.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-30,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-49e35557fbfb2e30,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,974,2026-05-01,2026-04-30,2026-05-01,,7137.0,7132.0,7137.0,7137.0,,actual_recap,1.0,0.2,0,0.0,0.0,1.0,5.0,20.0,,1,,,0.2854,0.0,,,0,0.0,0.0,0,,0.7,0.3471,63.0,5.25,12.0,7200.0,daily_plan_text,MAJOR_SUPPORT,2026-04-30,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-02e5d849730c42e1,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1012,2026-05-01,2026-04-30,2026-05-01,,7085.0,,7085.0,7085.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.23,47.0,,188.0,7132.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-30,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-80beb6d1ca8e3874,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1012,2026-05-01,2026-04-30,2026-05-01,,7147.0,,7147.0,7147.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.23,33.0,,132.0,7180.0,daily_plan_text,SUPPORT_LEVEL,2026-04-30,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-0b7a86b3f4f8a14c,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1022,2026-05-01,2026-04-30,2026-05-01,,7137.0,7137.0,7137.0,7137.0,,actual_recap,1.0,0.2,0,0.0,0.0,1.0,0.0,0.0,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.29,63.0,0.25,252.0,7200.0,daily_plan_text,MAJOR_SUPPORT,2026-04-30,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-b8d9cb95c344471e,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1030,2026-05-01,2026-04-30,2026-05-01,,7137.0,7137.0,7137.0,7137.0,,actual_recap,1.0,0.2,0,0.0,0.0,1.0,0.0,0.0,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.29,10.0,0.25,40.0,7147.0,daily_plan_text,MAJOR_SUPPORT,2026-04-30,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-87cdffce37e7fb7f,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1048,2026-05-01,2026-04-30,2026-05-01,,7137.0,,7137.0,7137.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.23,10.0,,40.0,7147.0,daily_plan_text,MAJOR_SUPPORT,2026-04-30,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-cd85cd195f3da044,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1052,2026-05-01,2026-04-30,2026-05-01,,7137.0,7137.0,7137.0,7137.0,,actual_recap,1.0,0.2,0,0.0,0.0,1.0,0.0,0.0,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.29,10.0,0.25,40.0,7147.0,daily_plan_text,MAJOR_SUPPORT,2026-04-30,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-076340e65d888f8e,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1052,2026-05-01,2026-04-30,2026-05-01,,7147.0,7137.0,7147.0,7147.0,,actual_recap,1.0,0.2,0,0.0,0.0,1.0,10.0,40.0,,2,,,0.4833,0.0,,,0,0.0,0.0,0,,0.7,0.3867,33.0,10.25,3.2195,7180.0,daily_plan_text,SUPPORT_LEVEL,2026-04-30,missing,,1,0,,ladder_first_reclaim,true,missing_bars;no_reclaim
direct-ac16929ef2350e1b,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1058,2026-05-01,2026-04-30,2026-05-01,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.09,,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-2c9f25d90a7764ce,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1060,2026-05-01,2026-04-30,2026-05-01,,7137.0,,7137.0,7137.0,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.245,10.0,,40.0,7147.0,daily_plan_text,MAJOR_SUPPORT,2026-04-30,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-cbcf4698ea1b5bf0,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1062,2026-05-01,2026-04-30,2026-05-01,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.09,,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-746dce7ab87a9545,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1073,2026-05-01,2026-04-30,2026-05-01,,7142.0,,7142.0,7142.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.5875,0.2075,5.0,,20.0,7147.0,daily_plan_text,RESISTANCE_ONLY,2026-04-30,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-67465756769c0c4f,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1075,2026-05-01,2026-04-30,2026-05-01,,7137.0,7132.0,7137.0,7137.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,5.0,20.0,,1,,,0.2854,0.0,,,0,0.0,0.0,0,,0.6881,0.2847,10.0,5.25,1.9048,7147.0,daily_plan_text,MAJOR_SUPPORT,2026-04-30,missing,,2,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-8cafbf75056c6f03,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1087,2026-05-01,2026-04-30,2026-04-28,,7160.0,,7160.0,7216.75,2026-04-27T18:00:00-04:00,context_recap,0.4,1.0,71,369.0,23.0,1.0,,,,0,247.0,247.0,0.1,1.0,0.5,0.5,16,0.7,0.8,16,,0.0,0.56,-36.75,,-147.0,7180.0,daily_plan_text,FIRST_SUPPORT_CAUTION,2026-04-30,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;target_missing_or_below_entry;future_target_leakage;source_after_entry_leakage
direct-baa9cfba87a3e7b9,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1123,2026-05-01,2026-04-30,2026-05-01,,7085.0,,7085.0,7085.0,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.245,47.0,,188.0,7132.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-30,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-1e68cf9b15413177,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1123,2026-05-01,2026-04-30,2026-05-01,,7137.0,,7137.0,7137.0,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.245,10.0,,40.0,7147.0,daily_plan_text,MAJOR_SUPPORT,2026-04-30,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-0eafe7473e14993f,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1123,2026-05-01,2026-04-30,2026-05-01,,7135.0,,7135.0,7135.0,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.325,0.17,2.0,,8.0,7137.0,daily_plan_text,RESISTANCE_ONLY,2026-04-30,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-7e38f5baa509dbbc,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1123,2026-05-01,2026-04-30,2026-05-01,,7180.0,,7180.0,7180.0,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.245,8.0,,32.0,7188.0,daily_plan_text,RESISTANCE_ONLY,2026-04-30,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-c1285228218c3339,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1127,2026-05-01,2026-04-30,2026-05-01,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.09,,,,7252.0,source_row_target,target_or_response,2026-04-30,missing,,1,0,,simple_reclaim_unclassified,true,missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-52e78fdfe18959b3,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1129,2026-05-01,2026-04-30,2026-05-01,,,,,,,negative_control,0.0,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.05,,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,source_negative_control;missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-9b3981a1e8197238,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1131,2026-05-01,2026-04-30,2026-05-01,,7137.0,,7137.0,7137.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.23,116.0,,464.0,7253.0,daily_plan_text,MAJOR_SUPPORT,2026-04-30,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-b3fce7b642dcadf3,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1145,2026-04-30,2026-04-29,2026-04-30,,7085.0,7085.0,7085.0,7085.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,0.0,0.0,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.23,115.0,0.25,460.0,7200.0,daily_plan_text,SUPPORT_LEVEL,2026-04-29,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-27458636f31f66b3,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1149,2026-04-30,2026-04-29,2026-04-30,,7137.0,7137.0,7137.0,7137.0,,actual_recap,1.0,0.2,0,0.0,0.0,1.0,0.0,0.0,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.29,23.0,0.25,92.0,7160.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-29,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-93aeb6f78ea0a4ce,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1185,2026-04-30,2026-04-29,2026-04-30,,7085.0,,7085.0,7085.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.23,50.0,,200.0,7135.0,daily_plan_text,SUPPORT_LEVEL,2026-04-29,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-c962ec35cb8918a1,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1185,2026-04-30,2026-04-29,2026-04-30,,7147.0,,7147.0,7147.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.23,13.0,,52.0,7160.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-29,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-fba703a77832f6c7,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1191,2026-04-30,2026-04-29,2026-04-30,,7085.0,7080.0,7085.0,7085.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,5.0,20.0,,0,,,0.2188,0.0,,,0,0.0,0.0,0,,0.7,0.2738,50.0,5.25,9.5238,7135.0,daily_plan_text,SUPPORT_LEVEL,2026-04-29,missing,,2,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-63c8722b77f870fa,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1195,2026-04-30,2026-04-29,2026-04-30,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.09,,,,7187.0,source_row_target,target_or_response,2026-04-29,missing,,1,0,,simple_reclaim_unclassified,true,missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-39f005973208be0b,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1197,2026-04-30,2026-04-29,2026-04-24,,7147.0,7137.0,7147.0,7147.0,2026-04-23T18:00:00-04:00,actual_recap,1.0,1.0,129,907.0,53.5,1.0,10.0,40.0,12.0,2,661.0,213.0,0.9333,0.6833,1.0,1.0,2,0.0,0.1,0,,0.6207,0.8316,14.0,10.25,1.3659,7161.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-29,post_rth,,1,1320,,ladder_first_reclaim,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-d6ae236331c8c6cd,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1205,2026-04-30,2026-04-29,2026-04-30,,,,,,,data_context,0.2,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.07,,,,7225.0,source_row_target,target_or_response,2026-04-29,missing,,1,0,,simple_reclaim_unclassified,true,missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-9bd6e0fc8496e063,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1207,2026-04-30,2026-04-29,2026-04-24,,7180.0,7180.0,7180.0,7181.0,2026-04-24T06:23:00-04:00,context_recap,0.4,1.0,10,263.0,20.5,1.0,0.0,0.0,3.4,0,661.0,213.0,0.45,1.0,0.6818,5.5,14,0.7,0.7,3,,0.735,0.777,44.0,1.25,35.2,7225.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-29,overnight_premarket,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-26cb67a06def7464,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1231,2026-04-30,2026-04-29,2026-04-30,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.09,,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-2fbfac91c508e191,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1233,2026-04-30,2026-04-29,2026-04-24,,7147.0,,7147.0,7147.0,2026-04-23T18:00:00-04:00,planned_setup,0.55,1.0,129,907.0,53.5,1.0,,,,0,661.0,213.0,0.2,0.6833,1.0,1.0,2,0.0,0.1,0,,0.7,0.6558,13.0,,52.0,7160.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-29,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-752922ed51e3cae4,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1235,2026-04-30,2026-04-29,2026-04-30,,,,,,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.09,,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-b801ad8d1273dfea,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1246,2026-04-30,2026-04-29,2026-04-30,,7152.0,,7152.0,7152.0,,context_recap,0.4,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.23,8.0,,32.0,7160.0,daily_plan_text,SUPPORT_LEVEL,2026-04-29,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-4b55de05f9568d2f,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1252,2026-04-30,2026-04-29,2026-04-24,,7147.0,,7147.0,7147.0,2026-04-23T18:00:00-04:00,context_recap,0.4,1.0,129,907.0,53.5,1.0,,,,0,661.0,213.0,0.2,0.6833,1.0,1.0,2,0.0,0.1,0,,0.7,0.6408,13.0,,52.0,7160.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-29,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-138ba07ac3e24fe8,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1260,2026-04-30,2026-04-29,2026-04-30,,7145.0,7145.0,7145.0,7145.0,,data_context,0.2,0.2,0,0.0,0.0,1.0,0.0,0.0,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.325,0.135,2.0,0.25,8.0,7147.0,daily_plan_text,RESISTANCE_ONLY,2026-04-29,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-ce95cd862e5d9dc0,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1260,2026-04-30,2026-04-29,2026-04-30,,7147.0,7145.0,7147.0,7147.0,,data_context,0.2,0.2,0,0.0,0.0,1.0,2.0,8.0,,0,,,0.0875,0.0,,,0,0.0,0.0,0,,0.7,0.2275,13.0,2.25,5.7778,7160.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-29,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-38a0d10fd48068c1,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1262,2026-04-30,2026-04-29,2026-04-24,,7147.0,,7147.0,7147.0,2026-04-23T18:00:00-04:00,context_recap,0.4,1.0,129,907.0,53.5,1.0,,,,0,661.0,213.0,0.2,0.6833,1.0,1.0,2,0.0,0.1,0,,0.7,0.6408,13.0,,52.0,7160.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-29,post_rth,,3,1320,,simple_reclaim_unclassified,true,no_reclaim;future_target_leakage;source_after_entry_leakage
direct-2e27a958e83f9363,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1264,2026-04-30,2026-04-29,2026-04-30,,7138.0,7138.0,7138.0,7138.0,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,0.0,0.0,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.245,9.0,0.25,36.0,7147.0,daily_plan_text,SUPPORT_LEVEL,2026-04-29,missing,,1,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-c55731c4228e9346,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1293,2026-04-30,2026-04-29,2026-04-30,,7085.0,7068.0,7085.0,7085.0,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,17.0,68.0,,2,,,0.4833,0.0,,,0,0.0,0.0,0,,0.7,0.3417,50.0,17.25,2.8986,7135.0,daily_plan_text,SUPPORT_LEVEL,2026-04-29,missing,,3,0,,ladder_first_reclaim,true,missing_bars;no_reclaim
direct-ed769795818f6d9d,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1293,2026-04-30,2026-04-29,2026-04-30,,7137.0,7068.0,7137.0,7137.0,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,69.0,276.0,,11,,,0.55,0.0,,,0,0.0,0.0,0,,0.4681,0.3086,10.0,69.25,0.1444,7147.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-29,missing,,3,0,,ladder_first_reclaim,true,missing_bars;no_reclaim
direct-811a426c526e05d9,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1293,2026-04-30,2026-04-29,2026-04-30,,7068.0,7068.0,7068.0,7068.0,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,0.0,0.0,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.7,0.245,12.0,0.25,48.0,7080.0,daily_plan_text,SUPPORT_LEVEL,2026-04-29,missing,,3,0,,simple_reclaim_unclassified,true,missing_bars;no_reclaim
direct-27cd8c0cfe872090,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1293,2026-04-30,2026-04-29,2026-04-30,,7147.0,7068.0,7147.0,7147.0,,planned_setup,0.55,0.2,0,0.0,0.0,1.0,79.0,316.0,,14,,,0.55,0.0,,,0,0.0,0.0,0,,0.4705,0.3091,13.0,79.25,0.164,7160.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-29,missing,,3,0,,ladder_first_reclaim,true,missing_bars;no_reclaim
direct-2b52613cd67ea98d,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1299,2026-04-30,2026-04-29,2026-04-30,,,,,,,negative_control,0.0,0.2,0,0.0,0.0,1.0,,,,0,,,0.0,0.0,,,0,0.0,0.0,0,,0.0,0.05,,,,,,,,missing,,1,0,,simple_reclaim_unclassified,true,source_negative_control;missing_setup_level;missing_bars;no_reclaim;target_missing_or_below_entry
direct-056a8eb7b41ac7b9,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1315,2026-04-29,2026-04-28,2026-04-29,,7085.0,7085.0,7085.0,7175.5,2026-04-28T18:00:00-04:00,context_recap,0.4,0.2,0,0.0,0.0,1.0,0.0,0.0,3.2963,0,1912.0,625.0,0.45,0.8,0.25,1.0,16,0.7,0.8,16,,0.4837,0.4767,24.5,90.75,0.27,7200.0,daily_plan_text,FAILED_BREAKDOWN_RECLAIM,2026-04-28,post_rth,,1,869,,simple_reclaim_unclassified,true,no_reclaim
direct-efa60fbe3edf1ff8,direct_source_audit,data\research\mancini\The Longer Mancini Logs.txt,1369,2026-04-29,2026-04-28,2026-04-28,mancini-es1m:2026-04-28T0607:7185.0:a8043403abe4,7085.0,7171.0,7085.0,7188.25,2026-04-28T05:52:00-04:00,context_recap,0.4,0.2,0,0.0,0.0,1.0,-86.0,-344.0,1.0375,11,1071.0,483.0,0.5297,0.8,0.3333,0.75,15,0.4,0.4,0,,0.035,0.4029,-41.25,17.5,-2.3571,7147.0,daily_plan_text,RESISTANCE_ONLY,2026-04-28,overnight_premarket,dangerous_demote_for_training,2,31,artifacts\research\hermes-mancini-event-packets\windows\20260428_0607_7185.0_a8043403abe4.csv,simple_reclaim_unclassified,true,target_missing_or_below_entry
